,Event,Date,Result,Opponent,Magnus Color,a pawn,b pawn,c pawn,d pawn,e pawn,f pawn,g pawn,h pawn,queen-side rook,queen-side knight,queen-side bishop,queen,king,king-side bishop,king-side knight,king-side rook
108,Troll Masters,2003.01.08,1/2-1/2,"Lugovoi,A",White,2.0,2.414213562373095,3.414213562373095,3.414213562373095,1.0,0,1.0,0,11.0,6.708203932499369,5.65685424949238,29.071067811865476,2.0,7.0710678118654755,15.652475842498529,11.0
109,Troll Masters,2003.01.09,1-0,"Ovsejevitsch,S",Black,12.31370849898476,2.0,10.122417494872465,2.0,3.0,7.0710678118654755,1.0,2.0,14.0,17.88854381999832,2.8284271247461903,6.65685424949238,6.82842712474619,1.4142135623730951,8.94427190999916,27.0
110,Troll Masters,2003.01.10,1-0,"Berg,O",White,0,1.0,0.0,2.0,3.0,2.0,0,5.0,11.0,15.652475842498529,7.0710678118654755,33.72792206135786,3.0,7.0710678118654755,4.47213595499958,11.0
111,Troll Masters,2003.01.10,0-1,"Johansen,P",Black,3.414213562373095,0.0,3.414213562373095,1.0,2.0,0,7.414213562373095,4.0,7.0,17.88854381999832,4.242640687119286,8.485281374238571,4.414213562373095,12.727922061357855,2.23606797749979,22.0
112,Troll Masters,2003.01.11,0-1,"Nordahl,H",White,2.0,0.0,0.0,2.0,3.414213562373095,4.414213562373095,0,0,8.0,4.47213595499958,5.656854249492381,24.65685424949238,3.0,7.071067811865475,8.94427190999916,13.0
113,Troll Masters,2003.01.12,0-1,"Nygren,K",Black,3.0,5.0,3.414213562373095,5.414213562373095,3.414213562373095,0,2.0,0,22.0,7.47213595499958,21.55634918610405,12.071067811865476,4.414213562373095,8.485281374238571,24.596747752497688,3.0
114,Troll Masters,2003.01.13,1/2-1/2,"Shumiakina,T",White,0,2.0,0.0,2.0,3.0,2.0,1.0,0,13.0,13.416407864998739,16.97056274847714,4.414213562373095,8.65685424949238,7.0710678118654755,2.23606797749979,33.0
115,Troll Masters,2003.01.14,0-1,"Leer Salvesen,B",Black,3.0,2.23606797749979,2.0,4.0,3.0,0,1.4142135623730951,1.0,12.0,12.594553449872045,9.53663105724556,4.47213595499958,2.0,19.79898987322333,2.23606797749979,7.0
116,Troll Masters,2003.01.15,0-1,"Bluvshtein,M",Black,5.0,4.82842712474619,14.594553449872045,2.414213562373095,15.31370849898476,9.0,2.0,35.0,22.0,16.95741732923815,15.556349186104047,22.14213562373095,14.485281374238573,36.04163056034262,4.47213595499958,23.242640687119287
117,11th Aosta Open,2003.02.11,1-0,"Sedina,E",Black,1.0,1.0,3.8284271247461903,5.414213562373095,2.0,1.4142135623730951,1.0,1.0,13.0,4.47213595499958,33.94112549695429,0.0,7.82842712474619,5.242640687119286,6.708203932499369,26.0
118,11th Aosta Open,2003.02.14,1/2-1/2,"Vassallo,M",White,0,0.0,0.0,2.0,3.0,2.0,0,2.0,4.0,6.708203932499369,2.8284271247461903,1.0,2.0,0.0,4.47213595499958,0.0
119,11th Aosta Open,2003.02.16,1/2-1/2,"Stefanova,A",White,0,1.0,3.414213562373095,4.82842712474619,1.0,2.0,0,0,19.0,6.708203932499369,12.727922061357855,9.485281374238571,10.071067811865476,1.4142135623730951,4.47213595499958,12.0
120,Classics GM,2003.04.03,1-0,"Daly,C",White,1.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,7.0,2.23606797749979,5.656854249492381,7.65685424949238,2.0,4.242640687119286,6.708203932499369,0.0
121,Classics GM,2003.04.04,1-0,"Paehtz,E",White,5.414213562373095,3.0,3.0,2.0,2.0,18.970562748477143,1.0,2.0,10.0,6.708203932499369,21.213203435596427,10.0,3.414213562373095,7.0710678118654755,17.88854381999832,21.0
122,Classics GM,2003.04.05,1/2-1/2,"Westerinen,H",Black,3.414213562373095,2.0,2.0,2.0,2.0,1.0,3.0,3.414213562373095,4.0,2.23606797749979,7.0710678118654755,8.071067811865476,6.242640687119285,19.071067811865476,19.94427190999916,24.0
123,Classics GM,2003.04.05,1/2-1/2,"Lugovoi,A",White,0,1.4142135623730951,2.0,2.0,2.414213562373095,0,0,1.0,9.0,2.23606797749979,12.727922061357855,13.242640687119284,2.0,8.485281374238571,6.708203932499369,3.0
124,Classics GM,2003.04.06,1-0,"Sarbok,T",Black,2.0,1.0,4.650281539872885,4.650281539872885,2.0,4.0,5.414213562373095,3.0,14.0,2.23606797749979,7.0710678118654755,3.0,6.82842712474619,11.071067811865476,22.723543654364004,13.0
125,Classics GM,2003.04.07,0-1,"Berg,E",White,0,1.0,2.0,3.414213562373095,0.0,1.4142135623730951,1.0,0,9.0,13.416407864998739,5.65685424949238,16.72792206135786,2.0,11.313708498984761,13.416407864998739,10.0
126,Classics GM,2003.04.08,1-0,"Kallio,H",Black,1.0,12.414213562373096,1.0,2.0,2.0,2.0,1.0,2.8284271247461903,1.0,20.12461179749811,20.556349186104047,13.071067811865476,8.82842712474619,7.0710678118654755,12.365058181991749,14.0
127,Classics GM,2003.04.08,0-1,"De Firmian,N",White,3.0,1.0,2.0,2.0,4.414213562373095,2.0,3.82842712474619,2.0,7.0,22.360679774997898,18.38477631085024,5.0,20.142135623730955,1.4142135623730951,4.47213595499958,6.0
128,Classics GM,2003.04.09,1/2-1/2,"Bluvshtein,M",Black,1.0,1.4142135623730951,1.0,1.0,4.82842712474619,3.414213562373095,0,0,17.0,26.144329926356598,8.485281374238571,11.31370849898476,7.65685424949238,4.242640687119286,33.54101966249685,23.89949493661167
129,Classics GM,2003.04.10,1/2-1/2,"Kristjansson,S",White,1.4142135623730951,1.0,2.0,2.0,3.0,4.0,1.0,0,0.0,8.94427190999916,4.242640687119286,5.656854249492381,2.0,1.4142135623730951,6.708203932499369,2.0
130,Classics GM,2003.04.11,1-0,"Lie,K",Black,13.0,3.414213562373095,6.414213562373095,2.0,2.414213562373095,3.82842712474619,19.0,23.414213562373096,28.0,8.886349517372675,1.4142135623730951,42.65685424949238,13.899494936611669,18.38477631085024,8.94427190999916,3.0
131,TCh-NOR,2003.05.28,1-0,"Snarheim,D",White,1.0,0.0,0.0,2.0,4.414213562373095,1.0,3.0,4.414213562373095,9.0,8.94427190999916,8.485281374238571,28.899494936611664,3.0,11.313708498984763,4.47213595499958,0.0
132,TCh-NOR,2003.05.29,1/2-1/2,"Radojicic,Aleksandar",Black,21.242640687119287,1.0,3.414213562373095,13.358485472372255,4.0,2.0,0,2.0,4.0,2.23606797749979,25.455844122715714,52.727922061357845,3.414213562373095,13.071067811865476,7.3005630797457695,9.0
133,TCh-NOR,2003.05.30,1/2-1/2,"Gullaksen,E",White,3.414213562373095,0.0,3.0,3.414213562373095,3.0,0,0,0,13.0,4.47213595499958,9.899494936611667,7.0,2.0,7.0710678118654755,11.180339887498949,11.0
134,TCh-NOR,2003.05.31,1/2-1/2,"Hole,O",Black,14.313708498984763,15.313708498984763,13.485281374238571,4.414213562373095,3.414213562373095,2.0,23.38477631085024,2.0,42.0,4.47213595499958,22.627416997969522,36.798989873223334,8.242640687119284,19.798989873223334,6.708203932499369,41.242640687119284
135,TCh-NOR,2003.06.01,1/2-1/2,"Heim,S",White,2.414213562373095,0.0,2.414213562373095,2.0,3.0,0,1.0,1.0,7.0,4.47213595499958,9.899494936611667,9.82842712474619,5.82842712474619,7.0710678118654755,13.416407864998739,14.0
136,ch-Barents Region A,2003.06.20,1/2-1/2,"Hansen,Vi",Black,0,30.31370849898476,1.0,24.071067811865476,12.94427190999916,0,44.38477631085024,44.798989873223334,28.0,4.47213595499958,11.31370849898476,5.242640687119286,10.242640687119284,7.0710678118654755,9.70820393249937,19.0
137,ch-Barents Region A,2003.06.20,1/2-1/2,"Nordahl,H",White,2.0,0.0,3.0,2.0,3.0,0,3.414213562373095,1.4142135623730951,16.0,8.94427190999916,8.485281374238571,9.82842712474619,10.656854249492381,2.8284271247461903,2.23606797749979,10.0
138,ch-Barents Region A,2003.06.21,0-1,"Mikalsen,Odd Erling",Black,1.0,2.0,5.414213562373095,3.414213562373095,1.0,2.0,1.0,0,13.0,4.47213595499958,1.4142135623730951,3.0,2.0,9.899494936611665,6.708203932499369,2.0
139,ch-Barents Region A,2003.06.21,1-0,"Andersen,A",White,2.0,1.0,2.414213562373095,2.0,3.0,2.0,4.82842712474619,1.0,2.0,11.180339887498949,21.213203435596427,9.0,3.414213562373095,5.656854249492381,11.180339887498949,6.0
140,ch-Barents Region A,2003.06.22,1-0,"Sjkadiuk,Aleksander",White,0,0.0,2.0,1.0,3.0,2.0,3.414213562373095,4.414213562373095,7.0,11.180339887498949,9.899494936611665,12.071067811865476,3.0,7.0710678118654755,2.23606797749979,12.0
141,ch-Barents Region A,2003.06.22,0-1,"Kiselev,G",Black,0,1.0,12.358485472372255,2.0,2.414213562373095,0,0,1.0,4.0,11.180339887498949,12.727922061357857,14.485281374238571,2.0,7.071067811865475,4.47213595499958,10.0
142,ch-NOR,2003.07.04,1-0,"Gabrielsen,S",White,0,1.0,0.0,2.0,4.414213562373095,0,0,0,8.0,6.708203932499369,15.556349186104047,1.4142135623730951,2.0,0.0,6.708203932499369,0.0
143,ch-NOR,2003.07.05,1-0,"Ostenstad,B",Black,2.414213562373095,2.0,3.414213562373095,2.0,4.82842712474619,5.82842712474619,1.0,0,2.0,11.180339887498949,18.38477631085024,14.414213562373096,10.656854249492381,1.4142135623730951,8.122417494872465,39.65685424949238
144,ch-NOR,2003.07.06,1/2-1/2,"Fyllingen,R",White,2.0,2.414213562373095,3.414213562373095,3.414213562373095,1.0,0,1.0,0,6.0,8.94427190999916,7.071067811865475,1.4142135623730951,3.0,4.242640687119286,8.94427190999916,11.0
145,ch-NOR,2003.07.07,1/2-1/2,"Ekeberg,C",Black,2.0,1.0,2.0,2.0,5.650281539872885,2.0,3.414213562373095,4.0,4.0,6.708203932499369,18.384776310850235,15.656854249492383,6.65685424949238,13.779271744364845,7.708203932499369,16.242640687119287
146,ch-NOR,2003.07.08,1/2-1/2,"Lie,K",White,2.0,2.0,2.0,2.0,4.414213562373095,2.0,1.0,0,3.0,4.47213595499958,12.727922061357859,17.65685424949238,4.414213562373095,9.899494936611665,4.47213595499958,17.0
147,ch-NOR,2003.07.09,0-1,"Lie,Es",Black,9.0,2.0,3.0,17.414213562373096,2.0,0,3.414213562373095,3.0,16.0,10.950844619618653,14.142135623730951,3.8284271247461903,5.414213562373095,25.48528137423857,8.94427190999916,31.0
148,ch-NOR,2003.07.10,1/2-1/2,"Hansen,TR",White,1.0,1.4142135623730951,2.0,3.0,1.0,1.0,3.414213562373095,0,16.0,2.23606797749979,7.0710678118654755,3.0,8.242640687119286,8.485281374238571,8.94427190999916,9.0
149,ch-NOR,2003.07.11,1-0,"Trygstad,K",White,1.0,4.414213562373095,4.414213562373095,2.0,2.0,2.0,3.414213562373095,2.0,7.0,13.416407864998739,5.656854249492381,38.21320343559643,5.82842712474619,4.242640687119286,4.47213595499958,12.0
150,ch-NOR,2003.07.12,1/2-1/2,"Djurhuus,R",Black,3.82842712474619,2.0,3.414213562373095,2.0,5.0,2.0,1.0,0,1.0,8.94427190999916,14.142135623730951,3.82842712474619,4.0,15.556349186104049,6.708203932499369,8.0
151,25th Politiken Cup,2003.07.14,1/2-1/2,"Egeland,M",White,0,1.4142135623730951,3.414213562373095,2.0,3.414213562373095,0,2.0,2.0,9.0,2.23606797749979,11.313708498984761,11.65685424949238,3.0,5.656854249492381,11.180339887498949,11.0
152,25th Politiken Cup,2003.07.15,0-1,"Pedersen,Kenneth",Black,0,1.0,3.0,2.414213562373095,7.656854249492381,3.23606797749979,7.656854249492381,0,11.0,2.23606797749979,15.556349186104047,25.899494936611667,4.414213562373095,1.4142135623730951,10.94427190999916,12.242640687119286
153,25th Politiken Cup,2003.07.16,1-0,"Skjoldan,B",White,0,0.0,5.414213562373095,2.0,2.0,1.0,0,0,9.0,6.708203932499369,7.0710678118654755,17.31370849898476,3.0,7.0710678118654755,8.94427190999916,4.0
154,25th Politiken Cup,2003.07.17,0-1,"Olsson,L",Black,0,0.0,3.414213562373095,2.0,0.0,0,1.0,1.4142135623730951,11.82842712474619,8.94427190999916,4.242640687119286,5.242640687119285,2.0,1.4142135623730951,8.122417494872465,9.0
155,25th Politiken Cup,2003.07.18,1-0,"Ward,C",White,4.414213562373095,1.4142135623730951,2.0,3.0,2.0,1.4142135623730951,0,0,11.0,2.23606797749979,8.485281374238571,14.414213562373096,5.82842712474619,7.0710678118654755,6.708203932499369,8.0
156,25th Politiken Cup,2003.07.19,1/2-1/2,"Sasikiran,K",White,2.0,2.0,3.414213562373095,2.0,1.0,3.0,0,0,7.0,8.94427190999916,7.0710678118654755,31.97056274847714,2.0,7.0710678118654755,4.47213595499958,6.0
157,25th Politiken Cup,2003.07.20,1-0,"Jussupow,A",Black,3.0,2.0,3.0,2.0,3.82842712474619,1.4142135623730951,1.0,0,7.242640687119285,2.23606797749979,4.242640687119286,6.82842712474619,4.0,18.384776310850235,4.47213595499958,7.23606797749979
158,25th Politiken Cup,2003.07.22,1/2-1/2,"Byklum,B",Black,4.414213562373095,0.0,5.414213562373095,2.0,2.414213562373095,3.0,0,0,11.242640687119286,5.8863495173726745,11.313708498984761,16.656854249492383,7.0,2.8284271247461903,4.47213595499958,15.0
159,25th Politiken Cup,2003.07.23,1-0,"Harestad,H",White,3.414213562373095,0.0,1.0,3.0,3.0,2.0,0,1.0,6.0,8.94427190999916,14.14213562373095,7.82842712474619,2.0,12.727922061357859,8.94427190999916,12.0
160,25th Politiken Cup,2003.07.24,1/2-1/2,"Speelman,J",Black,4.414213562373095,2.414213562373095,2.0,2.0,2.0,1.0,1.0,2.0,1.0,16.53663105724556,15.142135623730951,11.242640687119286,3.0,2.8284271247461903,4.47213595499958,11.0
161,25th Politiken Cup,2003.07.25,1-0,"Koneru,H",White,3.414213562373095,2.0,3.414213562373095,4.0,1.0,0,1.0,0,2.0,4.47213595499958,1.4142135623730951,11.242640687119286,2.0,1.4142135623730951,33.54101966249685,4.0
162,EYb14,2003.09.13,1-0,"Perman,E",White,0,1.0,2.0,2.0,3.414213562373095,2.0,3.414213562373095,1.0,0.0,4.47213595499958,2.8284271247461903,11.242640687119284,3.414213562373095,1.4142135623730951,13.416407864998739,2.0
163,EYb14,2003.09.14,0-1,"Stupak,K",Black,3.414213562373095,0.0,1.0,3.82842712474619,2.0,2.0,1.0,2.0,22.0,13.416407864998739,5.656854249492381,7.65685424949238,8.82842712474619,1.4142135623730951,20.12461179749811,22.0
164,EYb14,2003.09.15,1-0,"Olszewski,Mi",White,2.0,2.0,5.82842712474619,3.0,3.414213562373095,0,1.0,2.0,7.0,6.708203932499369,7.0710678118654755,15.485281374238573,10.656854249492381,22.627416997969522,17.88854381999832,5.0
165,EYb14,2003.09.16,1/2-1/2,"Bindrich,F",Black,82.0,3.0,14.594553449872045,2.414213562373095,3.0,95.0,94.0,93.0,157.0,8.70820393249937,4.242640687119286,5.414213562373095,26.48528137423857,7.0710678118654755,2.23606797749979,23.0
166,EYb14,2003.09.17,1-0,"Krivoborodov,E",White,2.0,4.414213562373095,2.0,3.414213562373095,2.0,0,0,3.0,3.0,11.180339887498949,22.62741699796952,14.142135623730951,2.0,12.727922061357855,4.47213595499958,9.0
167,EYb14,2003.09.19,0-1,"Andreikin,D",Black,2.0,8.65685424949238,19.066689404871624,12.071067811865476,3.414213562373095,1.0,1.0,0,11.0,24.779271744364845,7.0710678118654755,39.55634918610404,12.414213562373096,14.485281374238571,2.23606797749979,12.0
168,EYb14,2003.09.20,1-0,"Zhigalko,S",White,0,1.0,4.0,2.0,4.414213562373095,3.0,2.414213562373095,1.0,8.0,4.47213595499958,7.0710678118654755,17.65685424949238,11.485281374238571,8.485281374238571,33.54101966249685,17.0
169,EYb14,2003.09.21,0-1,"Andriasian,Z",White,2.0,0.0,2.0,3.414213562373095,4.414213562373095,0,3.0,2.0,11.0,8.94427190999916,4.242640687119286,12.82842712474619,4.0,5.65685424949238,6.708203932499369,4.0
170,ECC,2003.09.28,1-0,"Sutovsky,E",Black,2.414213562373095,0.0,8.071067811865476,2.414213562373095,1.0,2.0,2.0,3.0,17.0,4.47213595499958,15.55634918610405,7.0,4.0,4.242640687119286,15.652475842498529,4.0
171,ECC,2003.09.29,1-0,"Kiik,K",White,4.0,0.0,0.0,4.414213562373095,4.414213562373095,2.0,0,0,1.0,4.47213595499958,1.4142135623730951,11.242640687119286,1.0,8.485281374238571,2.23606797749979,10.0
172,ECC,2003.09.30,1/2-1/2,"McShane,L",White,0,2.414213562373095,1.0,2.0,3.414213562373095,2.0,3.414213562373095,0,14.0,4.47213595499958,7.0710678118654755,7.656854249492381,3.0,22.627416997969522,15.652475842498529,15.0
173,ECC,2003.10.01,1-0,"Winants,L",Black,3.414213562373095,0.0,2.0,15.65685424949238,4.82842712474619,2.414213562373095,0,0,5.0,4.47213595499958,1.4142135623730951,11.485281374238571,8.65685424949238,1.4142135623730951,17.88854381999832,0.0
174,ECC,2003.10.02,1-0,"Arduman,C",White,1.0,0.0,0.0,2.0,3.0,3.414213562373095,0,2.414213562373095,8.0,15.652475842498529,5.65685424949238,15.31370849898476,3.0,7.0710678118654755,24.596747752497688,22.0
175,ECC,2003.10.03,1-0,"Jeremic,V",Black,1.0,2.414213562373095,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.122417494872465,8.485281374238571,11.242640687119286,2.0,1.4142135623730951,6.708203932499369,3.0
176,ECC,2003.10.04,1-0,"Gretarsson,H",White,0,1.0,2.0,2.0,2.0,0,2.0,1.0,4.0,6.708203932499369,8.485281374238571,22.31370849898476,1.0,7.0710678118654755,2.23606797749979,7.0
177,WYb14,2003.10.23,0-1,"Hammer,J",Black,0,0.0,0.0,1.0,2.0,0,1.0,0,8.0,6.708203932499369,5.656854249492381,15.242640687119284,2.0,1.4142135623730951,8.94427190999916,2.0
178,WYb14,2003.10.24,1-0,"Diamant,A",White,2.0,4.0,3.0,2.0,2.0,0,0,1.0,10.0,2.23606797749979,7.0710678118654755,8.485281374238571,2.0,1.4142135623730951,8.94427190999916,13.0
179,WYb14,2003.10.25,1/2-1/2,"Lemos,D",Black,6.47213595499958,3.0,19.88854381999832,12.65685424949238,21.302757382371414,2.414213562373095,2.0,5.414213562373095,7.0,4.47213595499958,25.455844122715718,22.25798040898392,7.414213562373095,14.142135623730953,8.94427190999916,3.0
180,WYb14,2003.10.26,1-0,"Coleman,T",White,1.0,1.4142135623730951,0.0,2.0,4.414213562373095,1.0,3.0,4.414213562373095,9.0,2.23606797749979,8.485281374238571,2.414213562373095,4.0,4.242640687119286,11.180339887498949,9.0
181,WYb14,2003.10.27,1-0,Wang Hao,Black,0,0.0,2.0,1.4142135623730951,4.0,2.0,10.242640687119286,2.0,4.0,2.23606797749979,8.485281374238571,9.65685424949238,5.0,5.656854249492381,15.652475842498529,2.0
182,WYb14,2003.10.28,1-0,"Potapov,P",White,0,1.0,2.0,3.0,2.0,3.0,1.0,4.414213562373095,20.0,2.23606797749979,2.8284271247461903,7.65685424949238,9.828427124746192,8.485281374238571,4.47213595499958,12.0
183,WYb14,2003.10.29,0-1,"Dourerassou,J",Black,34.04163056034262,30.798989873223334,1.0,40.45584412271572,21.556349186104047,0,2.414213562373095,3.0,7.0,7.708203932499369,18.727922061357855,22.899494936611667,4.414213562373095,29.698484809834994,6.708203932499369,17.0
184,WYb14,2003.10.30,1-0,"Andriasian,Z",White,2.0,0.0,2.0,3.414213562373095,1.0,0,2.0,2.414213562373095,10.0,6.708203932499369,2.8284271247461903,6.242640687119286,3.0,7.0710678118654755,6.708203932499369,0.0
185,WYb14,2003.10.31,0-1,"Zhigalko,S",White,0,0.0,4.414213562373095,2.0,2.0,0,1.0,0,8.0,6.708203932499369,7.0710678118654755,7.656854249492381,2.0,8.485281374238571,15.652475842498529,11.0
186,WYb14,2003.11.01,0-1,"Rohit,G",Black,2.0,4.82842712474619,2.414213562373095,1.0,2.0,0,1.0,4.414213562373095,10.414213562373096,8.94427190999916,9.899494936611667,22.38477631085024,3.0,5.656854249492381,6.708203932499369,12.0
187,WYb14,2003.11.02,1-0,"Nepomniachtchi,I",Black,3.6502815398728847,0.0,3.414213562373095,2.0,2.414213562373095,4.82842712474619,3.414213562373095,2.0,17.0,18.021912431484132,21.21320343559643,8.242640687119286,6.82842712474619,5.656854249492381,8.94427190999916,31.0
188,Claude Pecaut Mem,2003.11.15,0-1,"Aldrovandi,C",White,0,0.0,0.0,2.0,3.414213562373095,1.0,0,3.0,4.0,6.708203932499369,9.899494936611665,9.242640687119284,2.0,11.31370849898476,6.708203932499369,11.0
189,Claude Pecaut Mem,2003.11.16,1/2-1/2,"Ortega,Le",Black,3.414213562373095,8.414213562373096,3.414213562373095,1.0,0.0,0,1.0,0,9.0,6.47213595499958,4.242640687119286,21.21320343559643,4.82842712474619,12.727922061357855,17.88854381999832,22.0
190,Claude Pecaut Mem,2003.11.17,1-0,"Isonzo,D",White,2.0,1.0,2.0,2.0,3.0,0,2.0,4.0,30.0,35.77708763999664,9.899494936611667,7.0710678118654755,13.485281374238573,7.0710678118654755,8.94427190999916,9.0
191,Claude Pecaut Mem,2003.11.18,1/2-1/2,"Godena,M",Black,5.656854249492381,1.0,13.31370849898476,2.0,5.242640687119285,2.0,2.0,2.414213562373095,6.0,11.180339887498949,4.242640687119286,11.414213562373096,7.242640687119285,60.8111831820431,6.708203932499369,12.0
192,Claude Pecaut Mem,2003.11.19,1-0,"Ljubisavljevic,Z",White,1.0,3.414213562373095,5.414213562373095,3.0,3.0,2.0,0,3.414213562373095,10.0,4.47213595499958,15.556349186104049,10.242640687119286,3.414213562373095,8.485281374238571,4.47213595499958,9.0
193,Claude Pecaut Mem,2003.11.20,1/2-1/2,"Estremera Panos,S",Black,1.0,0.0,2.0,2.0,1.0,0,1.0,2.0,8.0,2.23606797749979,8.485281374238571,9.242640687119286,4.0,2.8284271247461903,6.708203932499369,22.0
194,Claude Pecaut Mem,2003.11.21,1/2-1/2,"Movsziszian,K",White,3.0,0.0,3.0,3.414213562373095,2.0,2.0,0,1.0,31.0,6.708203932499369,18.38477631085024,33.14213562373095,6.414213562373095,8.485281374238571,8.94427190999916,5.0
195,Claude Pecaut Mem,2003.11.22,1-0,"Calzetta,M",White,2.0,1.0,4.82842712474619,3.0,4.414213562373095,0,1.0,0,4.0,6.708203932499369,8.485281374238571,7.242640687119285,2.0,9.899494936611665,4.47213595499958,10.0
196,Claude Pecaut Mem,2003.11.23,1/2-1/2,"Tomescu,V",Black,2.0,0.0,4.82842712474619,2.0,2.0,0,0,1.0,3.0,6.708203932499369,5.656854249492381,13.727922061357855,2.0,7.0710678118654755,11.180339887498949,17.0
197,FSGM December,2003.12.06,1/2-1/2,"Howell,D",White,3.414213562373095,2.414213562373095,1.0,2.414213562373095,2.0,0,0,1.0,6.0,2.23606797749979,7.0710678118654755,22.48528137423857,10.0,11.313708498984761,2.23606797749979,21.0
198,FSGM December,2003.12.07,0-1,"Berczes,D",Black,3.0,2.414213562373095,2.0,1.0,2.0,6.414213562373095,1.0,4.414213562373095,19.0,8.94427190999916,18.556349186104047,15.071067811865476,3.0,8.485281374238571,12.594553449872045,3.0
199,FSGM December,2003.12.08,1-0,"Drabke,L",White,3.414213562373095,0.0,2.0,2.0,1.0,0,0,2.0,0.0,4.47213595499958,5.65685424949238,9.899494936611665,0.0,9.899494936611665,11.180339887498949,0.0
200,FSGM December,2003.12.09,1/2-1/2,"Vajda,Al1",Black,2.0,6.0,14.594553449872045,3.0,0.0,0,1.0,0,14.0,8.94427190999916,1.4142135623730951,6.414213562373095,9.414213562373096,14.142135623730953,7.708203932499369,3.0
201,FSGM December,2003.12.10,1-0,"Vajda,S",White,0,1.0,0.0,2.0,3.0,4.414213562373095,0,1.0,11.0,8.94427190999916,2.8284271247461903,32.798989873223334,18.07106781186548,8.485281374238571,6.708203932499369,11.0
202,FSGM December,2003.12.11,1-0,"Kayumov,S",Black,24.627416997969526,2.0,16.830621427371835,5.0,5.0,3.0,1.0,0,2.0,6.708203932499369,9.899494936611667,18.31370849898476,12.82842712474619,32.526911934581186,2.23606797749979,22.414213562373096
