Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Gonorrhea,Kern,2017,Total,2255,897949,251.1,240.9,261.7,
Gonorrhea,Kern,2018,Female,1024,442149,231.6,217.6,246.2,
Gonorrhea,Kern,2018,Male,1292,465369,277.6,262.7,293.2,
Gonorrhea,Kern,2018,Total,2317,907518,255.3,245,265.9,
Gonorrhea,Kings,2001,Female,29,56448,51.4,34.4,73.8,
Gonorrhea,Kings,2001,Male,20,75993,26.3,16.1,40.6,
Gonorrhea,Kings,2001,Total,49,132441,37,27.4,48.9,
Gonorrhea,Kings,2002,Female,32,57449,55.7,38.1,78.6,
Gonorrhea,Kings,2002,Male,17,77215,22,12.8,35.2,
Gonorrhea,Kings,2002,Total,49,134664,36.4,26.9,48.1,
Gonorrhea,Kings,2003,Female,48,59166,81.1,59.8,107.5,
Gonorrhea,Kings,2003,Male,40,79606,50.2,35.9,68.4,
Gonorrhea,Kings,2003,Total,88,138772,63.4,50.9,78.1,
Gonorrhea,Kings,2004,Female,60,60889,98.5,75.2,126.8,
Gonorrhea,Kings,2004,Male,56,81728,68.5,51.8,89,
Gonorrhea,Kings,2004,Total,116,142617,81.3,67.2,97.5,
Gonorrhea,Kings,2005,Female,59,61768,95.5,72.7,123.2,
Gonorrhea,Kings,2005,Male,63,82833,76.1,58.4,97.3,
Gonorrhea,Kings,2005,Total,122,144601,84.4,70.1,100.7,
Gonorrhea,Kings,2006,Female,65,63016,103.1,79.6,131.5,
Gonorrhea,Kings,2006,Male,42,84480,49.7,35.8,67.2,
Gonorrhea,Kings,2006,Total,107,147496,72.5,59.5,87.7,
Gonorrhea,Kings,2007,Female,54,64272,84,63.1,109.6,
Gonorrhea,Kings,2007,Male,44,86106,51.1,37.1,68.6,
Gonorrhea,Kings,2007,Total,98,150378,65.2,52.9,79.4,
Gonorrhea,Kings,2008,Female,46,64879,70.9,51.9,94.6,
Gonorrhea,Kings,2008,Male,35,86955,40.3,28,56,
Gonorrhea,Kings,2008,Total,81,151834,53.3,42.4,66.3,
Gonorrhea,Kings,2009,Female,19,64867,29.3,17.6,45.7,
Gonorrhea,Kings,2009,Male,18,86927,20.7,12.3,32.7,
Gonorrhea,Kings,2009,Total,37,151794,24.4,17.2,33.6,
Gonorrhea,Kings,2010,Female,13,66165,19.6,10.5,33.6,
Gonorrhea,Kings,2010,Male,9,86001,10.5,4.8,19.9,*
Gonorrhea,Kings,2010,Total,22,152166,14.5,9.1,21.9,
Gonorrhea,Kings,2011,Female,21,66644,31.5,19.5,48.2,
Gonorrhea,Kings,2011,Male,21,84797,24.8,15.3,37.9,
Gonorrhea,Kings,2011,Total,42,151441,27.7,20,37.5,
Gonorrhea,Kings,2012,Female,18,66960,26.9,15.9,42.5,
Gonorrhea,Kings,2012,Male,26,83087,31.3,20.4,45.8,
Gonorrhea,Kings,2012,Total,44,150047,29.3,21.3,39.4,
Gonorrhea,Kings,2013,Female,49,67335,72.8,53.8,96.2,
Gonorrhea,Kings,2013,Male,41,83164,49.3,35.4,66.9,
Gonorrhea,Kings,2013,Total,91,150499,60.5,48.7,74.2,
Gonorrhea,Kings,2014,Female,68,67258,101.1,78.5,128.2,
Gonorrhea,Kings,2014,Male,80,82323,97.2,77.1,120.9,
Gonorrhea,Kings,2014,Total,148,149581,98.9,83.7,116.2,
Gonorrhea,Kings,2015,Female,91,67827,134.2,108,164.7,
Gonorrhea,Kings,2015,Male,78,82079,95,75.1,118.6,
Gonorrhea,Kings,2015,Total,169,149906,112.7,96.4,131.1,
Gonorrhea,Kings,2016,Female,111,67801,163.7,134.7,197.1,
Gonorrhea,Kings,2016,Male,130,81511,159.5,133.3,189.4,
Gonorrhea,Kings,2016,Total,241,149312,161.4,141.7,183.1,
Gonorrhea,Kings,2017,Female,112,68546,163.4,134.6,196.6,
Gonorrhea,Kings,2017,Male,143,82446,173.4,146.2,204.3,
Gonorrhea,Kings,2017,Total,256,150992,169.5,149.4,191.6,
Gonorrhea,Kings,2018,Female,120,69664,172.3,142.8,205.9,
Gonorrhea,Kings,2018,Male,146,83876,174.1,147,204.7,
Gonorrhea,Kings,2018,Total,266,153540,173.2,153.1,195.3,
Gonorrhea,Lake,2001,Female,3,30250,9.9,2,29,*
Gonorrhea,Lake,2001,Male,1,29796,3.4,0.1,18.7,*
Gonorrhea,Lake,2001,Total,4,60046,6.7,1.8,17.1,*
Gonorrhea,Lake,2002,Female,0,30720,0,0,12,#
Gonorrhea,Lake,2002,Male,0,30285,0,0,12.2,#
Gonorrhea,Lake,2002,Total,0,61005,0,0,6,#
Gonorrhea,Lake,2003,Female,2,31191,6.4,0.8,23.2,*
Gonorrhea,Lake,2003,Male,0,30790,0,0,12,#
Gonorrhea,Lake,2003,Total,2,61981,3.2,0.4,11.7,*
Gonorrhea,Lake,2004,Female,6,31503,19,7,41.5,*
Gonorrhea,Lake,2004,Male,8,31130,25.7,11.1,50.6,*
Gonorrhea,Lake,2004,Total,14,62633,22.4,12.2,37.5,
Gonorrhea,Lake,2005,Female,12,31709,37.8,19.6,66.1,
Gonorrhea,Lake,2005,Male,10,31398,31.8,15.3,58.6,*
Gonorrhea,Lake,2005,Total,22,63107,34.9,21.8,52.8,
Gonorrhea,Lake,2006,Female,7,31980,21.9,8.8,45.1,*
Gonorrhea,Lake,2006,Male,4,31812,12.6,3.4,32.2,*
Gonorrhea,Lake,2006,Total,11,63792,17.2,8.6,30.9,*
Gonorrhea,Lake,2007,Female,7,32024,21.9,8.8,45,*
Gonorrhea,Lake,2007,Male,9,31962,28.2,12.9,53.4,*
Gonorrhea,Lake,2007,Total,17,63986,26.6,15.5,42.5,
Gonorrhea,Lake,2008,Female,1,32159,3.1,0.1,17.3,*
Gonorrhea,Lake,2008,Male,0,32211,0,0,11.5,#
Gonorrhea,Lake,2008,Total,1,64370,1.6,0,8.7,*
Gonorrhea,Lake,2009,Female,21,32169,65.3,40.4,99.8,
Gonorrhea,Lake,2009,Male,17,32227,52.8,30.7,84.4,
Gonorrhea,Lake,2009,Total,38,64396,59,41.8,81,
Gonorrhea,Lake,2010,Female,17,32329,52.6,30.6,84.2,
Gonorrhea,Lake,2010,Male,11,32625,33.7,16.8,60.3,*
Gonorrhea,Lake,2010,Total,28,64954,43.1,28.6,62.3,
Gonorrhea,Lake,2011,Female,21,32256,65.1,40.3,99.5,
Gonorrhea,Lake,2011,Male,21,32567,64.5,39.9,98.6,
Gonorrhea,Lake,2011,Total,42,64823,64.8,46.7,87.6,
Gonorrhea,Lake,2012,Female,36,32288,111.5,78.1,154.3,
Gonorrhea,Lake,2012,Male,17,32641,52.1,30.3,83.4,
Gonorrhea,Lake,2012,Total,53,64929,81.6,61.2,106.8,
Gonorrhea,Lake,2013,Female,15,32381,46.3,25.9,76.4,
Gonorrhea,Lake,2013,Male,10,32563,30.7,14.7,56.5,*
Gonorrhea,Lake,2013,Total,25,64944,38.5,24.9,56.8,
Gonorrhea,Lake,2014,Female,45,32543,138.3,100.9,185,
Gonorrhea,Lake,2014,Male,23,32652,70.4,44.7,105.7,
Gonorrhea,Lake,2014,Total,68,65195,104.3,81,132.2,
Gonorrhea,Lake,2015,Female,81,32411,249.9,198.5,310.5,
Gonorrhea,Lake,2015,Male,68,32448,209.6,162.8,265.6,
Gonorrhea,Lake,2015,Total,149,64859,229.7,194.4,269.7,
Gonorrhea,Lake,2016,Female,105,32311,325,265.9,393.3,
Gonorrhea,Lake,2016,Male,97,32273,300.6,243.8,366.5,
Gonorrhea,Lake,2016,Total,203,64584,314.3,272.6,360.6,
Gonorrhea,Lake,2017,Female,96,32535,295.1,239.1,360.2,
Gonorrhea,Lake,2017,Male,89,32395,274.7,220.7,338,
Gonorrhea,Lake,2017,Total,186,64930,286.5,246.8,330.6,
Gonorrhea,Lake,2018,Female,78,32690,238.6,188.7,297.7,
Gonorrhea,Lake,2018,Male,93,32480,286.3,231.2,350.7,
Gonorrhea,Lake,2018,Total,171,65170,262.4,224.6,304.7,
Gonorrhea,Lassen,2001,Female,,12262,,,,s
Gonorrhea,Lassen,2001,Male,,21388,,,,s
Gonorrhea,Lassen,2001,Total,2,33650,5.9,0.7,21.5,*
Gonorrhea,Lassen,2002,Female,,12184,,,,s
Gonorrhea,Lassen,2002,Male,,21419,,,,s
Gonorrhea,Lassen,2002,Total,2,33603,6,0.7,21.5,*
Gonorrhea,Lassen,2003,Female,,12307,,,,s
Gonorrhea,Lassen,2003,Male,,21746,,,,s
Gonorrhea,Lassen,2003,Total,4,34053,11.7,3.2,30.1,*
Gonorrhea,Lassen,2004,Female,,12495,,,,s
Gonorrhea,Lassen,2004,Male,,22079,,,,s
Gonorrhea,Lassen,2004,Total,11,34574,31.8,15.9,56.9,*
Gonorrhea,Lassen,2005,Female,,12495,,,,s
Gonorrhea,Lassen,2005,Male,,22033,,,,s
Gonorrhea,Lassen,2005,Total,12,34528,34.8,18,60.7,
Gonorrhea,Lassen,2006,Female,,12622,,,,s
Gonorrhea,Lassen,2006,Male,,22389,,,,s
Gonorrhea,Lassen,2006,Total,3,35011,8.6,1.8,25,*
Gonorrhea,Lassen,2007,Female,,12839,,,,s
Gonorrhea,Lassen,2007,Male,,22910,,,,s
Gonorrhea,Lassen,2007,Total,4,35749,11.2,3,28.6,*
Gonorrhea,Lassen,2008,Female,,12631,,,,s
Gonorrhea,Lassen,2008,Male,,22489,,,,s
Gonorrhea,Lassen,2008,Total,2,35120,5.7,0.7,20.6,*
Gonorrhea,Lassen,2009,Female,,12461,,,,s
Gonorrhea,Lassen,2009,Male,,22312,,,,s
Gonorrhea,Lassen,2009,Total,1,34773,2.9,0.1,16,*
Gonorrhea,Lassen,2010,Female,0,12243,0,0,30.1,#
Gonorrhea,Lassen,2010,Male,0,22547,0,0,16.4,#
Gonorrhea,Lassen,2010,Total,0,34790,0,0,10.6,#
Gonorrhea,Lassen,2011,Female,,12283,,,,s
Gonorrhea,Lassen,2011,Male,,22242,,,,s
Gonorrhea,Lassen,2011,Total,5,34525,14.5,4.7,33.8,*
Gonorrhea,Lassen,2012,Female,,12209,,,,s
Gonorrhea,Lassen,2012,Male,,20813,,,,s
Gonorrhea,Lassen,2012,Total,5,33022,15.1,4.9,35.3,*
Gonorrhea,Lassen,2013,Female,,11888,,,,s
Gonorrhea,Lassen,2013,Male,,20459,,,,s
Gonorrhea,Lassen,2013,Total,5,32347,15.5,5,36.1,*
Gonorrhea,Lassen,2014,Female,,11729,,,,s
Gonorrhea,Lassen,2014,Male,,20149,,,,s
Gonorrhea,Lassen,2014,Total,12,31878,37.6,19.5,65.7,
Gonorrhea,Lassen,2015,Female,,11667,,,,s
Gonorrhea,Lassen,2015,Male,,19320,,,,s
Gonorrhea,Lassen,2015,Total,9,30987,29,13.3,55.1,*
Gonorrhea,Lassen,2016,Female,,11532,,,,s
Gonorrhea,Lassen,2016,Male,,19062,,,,s
Gonorrhea,Lassen,2016,Total,10,30594,32.7,15.7,60.1,*
Gonorrhea,Lassen,2017,Female,,11556,,,,s
Gonorrhea,Lassen,2017,Male,,19048,,,,s
Gonorrhea,Lassen,2017,Total,11,30604,35.9,17.9,64.3,*
Gonorrhea,Lassen,2018,Female,,11559,,,,s
Gonorrhea,Lassen,2018,Male,,19004,,,,s
Gonorrhea,Lassen,2018,Total,18,30563,58.9,34.9,93.1,
Gonorrhea,Los Angeles,2001,Female,3779,4880163,77.4,75,79.9,
Gonorrhea,Los Angeles,2001,Male,4651,4755632,97.8,95,100.7,
Gonorrhea,Los Angeles,2001,Total,8448,9635795,87.7,85.8,89.6,
Gonorrhea,Los Angeles,2002,Female,3678,4924247,74.7,72.3,77.1,
Gonorrhea,Los Angeles,2002,Male,4731,4798197,98.6,95.8,101.4,
Gonorrhea,Los Angeles,2002,Total,8428,9722444,86.7,84.8,88.6,
Gonorrhea,Los Angeles,2003,Female,3994,4959624,80.5,78.1,83.1,
Gonorrhea,Los Angeles,2003,Male,4735,4831398,98,95.2,100.8,
Gonorrhea,Los Angeles,2003,Total,8743,9791022,89.3,87.4,91.2,
Gonorrhea,Los Angeles,2004,Female,4717,4976651,94.8,92.1,97.5,
Gonorrhea,Los Angeles,2004,Male,5656,4845857,116.7,113.7,119.8,
Gonorrhea,Los Angeles,2004,Total,10395,9822508,105.8,103.8,107.9,
Gonorrhea,Los Angeles,2005,Female,5081,4971093,102.2,99.4,105.1,
Gonorrhea,Los Angeles,2005,Male,6187,4838464,127.9,124.7,131.1,
Gonorrhea,Los Angeles,2005,Total,11290,9809557,115.1,113,117.2,
Gonorrhea,Los Angeles,2006,Female,5213,4960400,105.1,102.3,108,
Gonorrhea,Los Angeles,2006,Male,5912,4826927,122.5,119.4,125.6,
Gonorrhea,Los Angeles,2006,Total,11171,9787327,114.1,112,116.3,
Gonorrhea,Los Angeles,2007,Female,4602,4954194,92.9,90.2,95.6,
Gonorrhea,Los Angeles,2007,Male,5428,4819700,112.6,109.6,115.7,
Gonorrhea,Los Angeles,2007,Total,10061,9773894,102.9,100.9,105,
Gonorrhea,Los Angeles,2008,Female,3858,4965659,77.7,75.3,80.2,
Gonorrhea,Los Angeles,2008,Male,4963,4831153,102.7,99.9,105.6,
Gonorrhea,Los Angeles,2008,Total,8894,9796812,90.8,88.9,92.7,
Gonorrhea,Los Angeles,2009,Female,3392,4969132,68.3,66,70.6,
Gonorrhea,Los Angeles,2009,Male,5596,4836101,115.7,112.7,118.8,
Gonorrhea,Los Angeles,2009,Total,9040,9805233,92.2,90.3,94.1,
Gonorrhea,Los Angeles,2010,Female,3597,4988706,72.1,69.8,74.5,
Gonorrhea,Los Angeles,2010,Male,6377,4849886,131.5,128.3,134.8,
Gonorrhea,Los Angeles,2010,Total,10022,9838592,101.9,99.9,103.9,
Gonorrhea,Los Angeles,2011,Female,3598,5019110,71.7,69.4,74.1,
Gonorrhea,Los Angeles,2011,Male,6460,4883087,132.3,129.1,135.6,
Gonorrhea,Los Angeles,2011,Total,10088,9902197,101.9,99.9,103.9,
Gonorrhea,Los Angeles,2012,Female,3944,5061868,77.9,75.5,80.4,
Gonorrhea,Los Angeles,2012,Male,7985,4928880,162,158.5,165.6,
Gonorrhea,Los Angeles,2012,Total,11959,9990748,119.7,117.6,121.9,
Gonorrhea,Los Angeles,2013,Female,4089,5099064,80.2,77.8,82.7,
Gonorrhea,Los Angeles,2013,Male,8947,4968840,180.1,176.4,183.8,
Gonorrhea,Los Angeles,2013,Total,13061,10067904,129.7,127.5,132,
Gonorrhea,Los Angeles,2014,Female,4397,5127178,85.8,83.2,88.3,
Gonorrhea,Los Angeles,2014,Male,10715,4999799,214.3,210.3,218.4,
Gonorrhea,Los Angeles,2014,Total,15132,10126977,149.4,147.1,151.8,
Gonorrhea,Los Angeles,2015,Female,4994,5153697,96.9,94.2,99.6,
Gonorrhea,Los Angeles,2015,Male,12594,5027369,250.5,246.2,254.9,
Gonorrhea,Los Angeles,2015,Total,17609,10181066,173,170.4,175.5,
Gonorrhea,Los Angeles,2016,Female,6140,5169943,118.8,115.8,121.8,
Gonorrhea,Los Angeles,2016,Male,15960,5045264,316.3,311.5,321.3,
Gonorrhea,Los Angeles,2016,Total,22338,10215207,218.7,215.8,221.6,
Gonorrhea,Los Angeles,2017,Female,7638,5191338,147.1,143.9,150.5,
Gonorrhea,Los Angeles,2017,Male,18413,5070398,363.1,357.9,368.4,
Gonorrhea,Los Angeles,2017,Total,26089,10261736,254.2,251.2,257.3,
Gonorrhea,Los Angeles,2018,Female,7891,5197594,151.8,148.5,155.2,
Gonorrhea,Los Angeles,2018,Male,19400,5081242,381.8,376.5,387.2,
Gonorrhea,Los Angeles,2018,Total,27333,10278836,265.9,262.8,269.1,
Gonorrhea,Madera,2001,Female,24,65826,36.5,23.4,54.2,
Gonorrhea,Madera,2001,Male,12,60630,19.8,10.2,34.6,
Gonorrhea,Madera,2001,Total,36,126456,28.5,19.9,39.4,
Gonorrhea,Madera,2002,Female,38,66805,56.9,40.3,78.1,
Gonorrhea,Madera,2002,Male,18,61679,29.2,17.3,46.1,
Gonorrhea,Madera,2002,Total,56,128484,43.6,32.9,56.6,
Gonorrhea,Madera,2003,Female,68,68998,98.6,76.5,124.9,
Gonorrhea,Madera,2003,Male,26,63816,40.7,26.6,59.7,
Gonorrhea,Madera,2003,Total,94,132814,70.8,57.2,86.6,
Gonorrhea,Madera,2004,Female,119,70893,167.9,139.1,200.8,
Gonorrhea,Madera,2004,Male,49,65595,74.7,55.3,98.7,
Gonorrhea,Madera,2004,Total,168,136488,123.1,105.2,143.2,
Gonorrhea,Madera,2005,Female,97,72628,133.6,108.3,162.9,
Gonorrhea,Madera,2005,Male,30,67240,44.6,30.1,63.7,
Gonorrhea,Madera,2005,Total,127,139868,90.8,75.7,108,
Gonorrhea,Madera,2006,Female,106,74530,142.2,116.5,172,
Gonorrhea,Madera,2006,Male,33,68998,47.8,32.9,67.2,
Gonorrhea,Madera,2006,Total,139,143528,96.8,81.4,114.3,
Gonorrhea,Madera,2007,Female,106,76189,139.1,113.9,168.2,
Gonorrhea,Madera,2007,Male,8,70617,11.3,4.9,22.3,*
Gonorrhea,Madera,2007,Total,114,146806,77.7,64.1,93.3,
Gonorrhea,Madera,2008,Female,54,77369,69.8,52.4,91.1,
Gonorrhea,Madera,2008,Male,9,71745,12.5,5.7,23.8,*
Gonorrhea,Madera,2008,Total,63,149114,42.3,32.5,54.1,
Gonorrhea,Madera,2009,Female,39,77888,50.1,35.6,68.4,
Gonorrhea,Madera,2009,Male,15,72263,20.8,11.6,34.2,
Gonorrhea,Madera,2009,Total,54,150151,36,27,46.9,
Gonorrhea,Madera,2010,Female,65,77749,83.6,64.5,106.5,
Gonorrhea,Madera,2010,Male,18,72395,24.9,14.7,39.3,
Gonorrhea,Madera,2010,Total,83,150144,55.3,44,68.5,
Gonorrhea,Madera,2011,Female,50,78352,63.8,47.4,84.1,
Gonorrhea,Madera,2011,Male,24,73139,32.8,21,48.8,
Gonorrhea,Madera,2011,Total,74,151491,48.8,38.4,61.3,
Gonorrhea,Madera,2012,Female,71,77146,92,71.9,116.1,
Gonorrhea,Madera,2012,Male,39,73644,53,37.7,72.4,
Gonorrhea,Madera,2012,Total,110,150790,72.9,60,87.9,
Gonorrhea,Madera,2013,Female,75,78713,95.3,75,119.4,
Gonorrhea,Madera,2013,Male,63,73678,85.5,65.7,109.4,
Gonorrhea,Madera,2013,Total,138,152391,90.6,76.1,107,
Gonorrhea,Madera,2014,Female,87,79654,109.2,87.5,134.7,
Gonorrhea,Madera,2014,Male,74,74378,99.5,78.1,124.9,
Gonorrhea,Madera,2014,Total,161,154032,104.5,89,122,
Gonorrhea,Madera,2015,Female,97,79903,121.4,98.5,148.1,
Gonorrhea,Madera,2015,Male,61,74801,81.6,62.4,104.7,
Gonorrhea,Madera,2015,Total,159,154704,102.8,87.4,120,
Gonorrhea,Madera,2016,Female,102,80181,127.2,103.7,154.4,
Gonorrhea,Madera,2016,Male,76,75203,101.1,79.6,126.5,
Gonorrhea,Madera,2016,Total,178,155384,114.6,98.4,132.7,
Gonorrhea,Madera,2017,Female,126,80884,155.8,129.8,185.4,
Gonorrhea,Madera,2017,Male,98,76031,128.9,104.7,157.1,
Gonorrhea,Madera,2017,Total,225,156915,143.4,125.3,163.4,
Gonorrhea,Madera,2018,Female,156,81519,191.4,162.5,223.8,
Gonorrhea,Madera,2018,Male,125,76740,162.9,135.6,194,
Gonorrhea,Madera,2018,Total,282,158259,178.2,158,200.2,
Gonorrhea,Marin,2001,Female,23,125414,18.3,11.6,27.5,
Gonorrhea,Marin,2001,Male,48,122317,39.2,28.9,52,
Gonorrhea,Marin,2001,Total,72,247731,29.1,22.7,36.6,
Gonorrhea,Marin,2002,Female,14,125308,11.2,6.1,18.7,
Gonorrhea,Marin,2002,Male,38,122074,31.1,22,42.7,
Gonorrhea,Marin,2002,Total,52,247382,21,15.7,27.6,
Gonorrhea,Marin,2003,Female,23,125259,18.4,11.6,27.6,
Gonorrhea,Marin,2003,Male,32,122021,26.2,17.9,37,
Gonorrhea,Marin,2003,Total,55,247280,22.2,16.8,29,
Gonorrhea,Marin,2004,Female,20,124972,16,9.8,24.7,
Gonorrhea,Marin,2004,Male,32,121712,26.3,18,37.1,
Gonorrhea,Marin,2004,Total,52,246684,21.1,15.7,27.6,
Gonorrhea,Marin,2005,Female,19,124976,15.2,9.2,23.7,
Gonorrhea,Marin,2005,Male,41,121710,33.7,24.2,45.7,
Gonorrhea,Marin,2005,Total,60,246686,24.3,18.6,31.3,
Gonorrhea,Marin,2006,Female,32,125234,25.6,17.5,36.1,
Gonorrhea,Marin,2006,Male,70,122013,57.4,44.7,72.5,
Gonorrhea,Marin,2006,Total,102,247247,41.3,33.6,50.1,
Gonorrhea,Marin,2007,Female,28,126059,22.2,14.8,32.1,
Gonorrhea,Marin,2007,Male,50,122743,40.7,30.2,53.7,
Gonorrhea,Marin,2007,Total,78,248802,31.4,24.8,39.1,
Gonorrhea,Marin,2008,Female,30,126841,23.7,16,33.8,
Gonorrhea,Marin,2008,Male,37,123447,30,21.1,41.3,
Gonorrhea,Marin,2008,Total,67,250288,26.8,20.7,34,
Gonorrhea,Marin,2009,Female,18,127284,14.1,8.4,22.3,
Gonorrhea,Marin,2009,Male,56,123946,45.2,34.1,58.7,
Gonorrhea,Marin,2009,Total,74,251230,29.5,23.1,37,
Gonorrhea,Marin,2010,Female,22,128258,17.2,10.8,26,
Gonorrhea,Marin,2010,Male,44,124032,35.5,25.8,47.6,
Gonorrhea,Marin,2010,Total,66,252290,26.2,20.2,33.3,
Gonorrhea,Marin,2011,Female,23,129252,17.8,11.3,26.7,
Gonorrhea,Marin,2011,Male,48,125258,38.3,28.3,50.8,
Gonorrhea,Marin,2011,Total,71,254510,27.9,21.8,35.2,
Gonorrhea,Marin,2012,Female,36,130080,27.7,19.4,38.3,
Gonorrhea,Marin,2012,Male,46,125886,36.5,26.8,48.7,
Gonorrhea,Marin,2012,Total,82,255966,32,25.5,39.8,
Gonorrhea,Marin,2013,Female,28,131420,21.3,14.2,30.8,
Gonorrhea,Marin,2013,Male,56,127663,43.9,33.1,57,
Gonorrhea,Marin,2013,Total,84,259083,32.4,25.9,40.1,
Gonorrhea,Marin,2014,Female,32,132487,24.2,16.5,34.1,
Gonorrhea,Marin,2014,Male,52,128641,40.4,30.2,53,
Gonorrhea,Marin,2014,Total,84,261128,32.2,25.7,39.8,
Gonorrhea,Marin,2015,Female,55,132819,41.4,31.2,53.9,
Gonorrhea,Marin,2015,Male,109,128822,84.6,69.5,102.1,
Gonorrhea,Marin,2015,Total,164,261641,62.7,53.5,73,
Gonorrhea,Marin,2016,Female,49,132998,36.8,27.3,48.7,
Gonorrhea,Marin,2016,Male,110,129497,84.9,69.8,102.4,
Gonorrhea,Marin,2016,Total,159,262495,60.6,51.5,70.8,
Gonorrhea,Marin,2017,Female,69,132721,52,40.5,65.8,
Gonorrhea,Marin,2017,Male,149,129371,115.2,97.4,135.2,
Gonorrhea,Marin,2017,Total,219,262092,83.6,72.9,95.4,
Gonorrhea,Marin,2018,Female,54,132644,40.7,30.6,53.1,
Gonorrhea,Marin,2018,Male,145,129580,111.9,94.4,131.7,
Gonorrhea,Marin,2018,Total,200,262224,76.3,66.1,87.6,
Gonorrhea,Mariposa,2001,Female,,8462,,,,s
Gonorrhea,Mariposa,2001,Male,,8807,,,,s
Gonorrhea,Mariposa,2001,Total,2,17269,11.6,1.4,41.8,*
Gonorrhea,Mariposa,2002,Female,,8561,,,,s
Gonorrhea,Mariposa,2002,Male,,8900,,,,s
Gonorrhea,Mariposa,2002,Total,6,17461,34.4,12.6,74.8,*
Gonorrhea,Mariposa,2003,Female,,8716,,,,s
Gonorrhea,Mariposa,2003,Male,,9048,,,,s
Gonorrhea,Mariposa,2003,Total,1,17764,5.6,0.1,31.4,*
Gonorrhea,Mariposa,2004,Female,,8791,,,,s
Gonorrhea,Mariposa,2004,Male,,9081,,,,s
Gonorrhea,Mariposa,2004,Total,2,17872,11.2,1.4,40.4,*
Gonorrhea,Mariposa,2005,Female,,8888,,,,s
Gonorrhea,Mariposa,2005,Male,,9169,,,,s
Gonorrhea,Mariposa,2005,Total,8,18057,44.3,19.1,87.3,*
Gonorrhea,Mariposa,2006,Female,,8982,,,,s
Gonorrhea,Mariposa,2006,Male,,9262,,,,s
Gonorrhea,Mariposa,2006,Total,3,18244,16.4,3.4,48,*
Gonorrhea,Mariposa,2007,Female,,9059,,,,s
Gonorrhea,Mariposa,2007,Male,,9317,,,,s
Gonorrhea,Mariposa,2007,Total,3,18376,16.3,3.4,47.7,*
Gonorrhea,Mariposa,2008,Female,,9056,,,,s
Gonorrhea,Mariposa,2008,Male,,9329,,,,s
Gonorrhea,Mariposa,2008,Total,2,18385,10.9,1.3,39.3,*
Gonorrhea,Mariposa,2009,Female,0,9007,0,0,40.9,#
Gonorrhea,Mariposa,2009,Male,0,9274,0,0,39.8,#
Gonorrhea,Mariposa,2009,Total,0,18281,0,0,20.2,#
Gonorrhea,Mariposa,2010,Female,,8982,,,,s
Gonorrhea,Mariposa,2010,Male,,9263,,,,s
Gonorrhea,Mariposa,2010,Total,1,18245,5.5,0.1,30.5,*
Gonorrhea,Mariposa,2011,Female,0,8980,0,0,41.1,#
Gonorrhea,Mariposa,2011,Male,0,9261,0,0,39.8,#
Gonorrhea,Mariposa,2011,Total,0,18241,0,0,20.2,#
Gonorrhea,Mariposa,2012,Female,,8974,,,,s
Gonorrhea,Mariposa,2012,Male,,9250,,,,s
Gonorrhea,Mariposa,2012,Total,4,18224,21.9,6,56.2,*
Gonorrhea,Mariposa,2013,Female,,8960,,,,s
Gonorrhea,Mariposa,2013,Male,,9197,,,,s
Gonorrhea,Mariposa,2013,Total,3,18157,16.5,3.4,48.3,*
Gonorrhea,Mariposa,2014,Female,,8945,,,,s
Gonorrhea,Mariposa,2014,Male,,9190,,,,s
Gonorrhea,Mariposa,2014,Total,6,18135,33.1,12.1,72,*
Gonorrhea,Mariposa,2015,Female,,8937,,,,s
Gonorrhea,Mariposa,2015,Male,,9149,,,,s
Gonorrhea,Mariposa,2015,Total,9,18086,49.8,22.8,94.4,*
Gonorrhea,Mariposa,2016,Female,,8944,,,,s
Gonorrhea,Mariposa,2016,Male,,9122,,,,s
Gonorrhea,Mariposa,2016,Total,13,18066,72,38.3,123,
Gonorrhea,Mariposa,2017,Female,,8934,,,,s
Gonorrhea,Mariposa,2017,Male,,9058,,,,s
Gonorrhea,Mariposa,2017,Total,8,17992,44.5,19.2,87.6,*
Gonorrhea,Mariposa,2018,Female,,8909,,,,s
Gonorrhea,Mariposa,2018,Male,,9009,,,,s
Gonorrhea,Mariposa,2018,Total,14,17918,78.1,42.7,131.1,
Gonorrhea,Mendocino,2001,Female,6,43658,13.7,5,29.9,*
Gonorrhea,Mendocino,2001,Male,6,43482,13.8,5.1,30,*
Gonorrhea,Mendocino,2001,Total,12,87140,13.8,7.1,24.1,
Gonorrhea,Mendocino,2002,Female,7,43840,16,6.4,32.9,*
Gonorrhea,Mendocino,2002,Male,6,43667,13.7,5,29.9,*
Gonorrhea,Mendocino,2002,Total,13,87507,14.9,7.9,25.4,
Gonorrhea,Mendocino,2003,Female,14,44097,31.7,17.4,53.3,
Gonorrhea,Mendocino,2003,Male,7,43920,15.9,6.4,32.8,*
Gonorrhea,Mendocino,2003,Total,21,88017,23.9,14.8,36.5,
Gonorrhea,Mendocino,2004,Female,9,44205,20.4,9.3,38.6,*
Gonorrhea,Mendocino,2004,Male,6,44034,13.6,5,29.7,*
Gonorrhea,Mendocino,2004,Total,15,88239,17,9.5,28,
Gonorrhea,Mendocino,2005,Female,12,44108,27.2,14.1,47.5,
