Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Gonorrhea,Yuba,2002,Male,11,31596,34.8,17.4,62.3,*
Gonorrhea,Yuba,2002,Total,25,62738,39.8,25.8,58.8,
Gonorrhea,Yuba,2003,Female,33,31768,103.9,71.5,145.9,
Gonorrhea,Yuba,2003,Male,17,32194,52.8,30.8,84.5,
Gonorrhea,Yuba,2003,Total,50,63962,78.2,58,103,
Gonorrhea,Yuba,2004,Female,34,32422,104.9,72.6,146.5,
Gonorrhea,Yuba,2004,Male,29,32827,88.3,59.2,126.8,
Gonorrhea,Yuba,2004,Total,63,65249,96.6,74.2,123.5,
Gonorrhea,Yuba,2005,Female,40,33675,118.8,84.9,161.7,
Gonorrhea,Yuba,2005,Male,41,34037,120.5,86.5,163.4,
Gonorrhea,Yuba,2005,Total,81,67712,119.6,95,148.7,
Gonorrhea,Yuba,2006,Female,18,34418,52.3,31,82.6,
Gonorrhea,Yuba,2006,Male,19,34800,54.6,32.9,85.2,
Gonorrhea,Yuba,2006,Total,37,69218,53.5,37.6,73.7,
Gonorrhea,Yuba,2007,Female,10,34930,28.6,13.7,52.6,*
Gonorrhea,Yuba,2007,Male,10,35291,28.3,13.6,52.1,*
Gonorrhea,Yuba,2007,Total,20,70221,28.5,17.4,44,
Gonorrhea,Yuba,2008,Female,9,35527,25.3,11.6,48.1,*
Gonorrhea,Yuba,2008,Male,8,35895,22.3,9.6,43.9,*
Gonorrhea,Yuba,2008,Total,17,71422,23.8,13.9,38.1,
Gonorrhea,Yuba,2009,Female,12,35623,33.7,17.4,58.8,
Gonorrhea,Yuba,2009,Male,4,36173,11.1,3,28.3,*
Gonorrhea,Yuba,2009,Total,16,71796,22.3,12.7,36.2,
Gonorrhea,Yuba,2010,Female,9,35894,25.1,11.5,47.6,*
Gonorrhea,Yuba,2010,Male,5,36418,13.7,4.5,32,*
Gonorrhea,Yuba,2010,Total,14,72312,19.4,10.6,32.5,
Gonorrhea,Yuba,2011,Female,15,36126,41.5,23.2,68.5,
Gonorrhea,Yuba,2011,Male,7,36664,19.1,7.7,39.3,*
Gonorrhea,Yuba,2011,Total,23,72790,31.6,20,47.4,
Gonorrhea,Yuba,2012,Female,18,36247,49.7,29.4,78.5,
Gonorrhea,Yuba,2012,Male,6,36852,16.3,6,35.4,*
Gonorrhea,Yuba,2012,Total,24,73099,32.8,21,48.8,
Gonorrhea,Yuba,2013,Female,26,36394,71.4,46.7,104.7,
Gonorrhea,Yuba,2013,Male,30,36998,81.1,54.7,115.7,
Gonorrhea,Yuba,2013,Total,56,73392,76.3,57.6,99.1,
Gonorrhea,Yuba,2014,Female,42,36664,114.6,82.6,154.8,
Gonorrhea,Yuba,2014,Male,36,37212,96.7,67.8,133.9,
Gonorrhea,Yuba,2014,Total,78,73876,105.6,83.5,131.8,
Gonorrhea,Yuba,2015,Female,41,36971,110.9,79.6,150.4,
Gonorrhea,Yuba,2015,Male,40,37558,106.5,76.1,145,
Gonorrhea,Yuba,2015,Total,81,74529,108.7,86.3,135.1,
Gonorrhea,Yuba,2016,Female,28,37431,74.8,49.7,108.1,
Gonorrhea,Yuba,2016,Male,36,37998,94.7,66.4,131.1,
Gonorrhea,Yuba,2016,Total,64,75429,84.8,65.3,108.3,
Gonorrhea,Yuba,2017,Female,80,38063,210.2,166.7,261.5,
Gonorrhea,Yuba,2017,Male,91,38704,235.1,189.3,288.6,
Gonorrhea,Yuba,2017,Total,175,76767,228,195.5,264.3,
Gonorrhea,Yuba,2018,Female,82,38451,213.3,169.6,264.6,
Gonorrhea,Yuba,2018,Male,89,39043,228,183.1,280.4,
Gonorrhea,Yuba,2018,Total,172,77494,222,190.1,257.7,
